genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
spneumoniae	pseudosimplitigs	6	4	runs	2080	2286	2281	5	1	668	88	756	672	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_runs
spneumoniae	pseudosimplitigs	6	4	zeros	2080	2286	2080	206	146	668	252	920	804	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_zeros
spneumoniae	pseudosimplitigs	6	5	default	2080	2283	2080	203	142	664	248	912	796	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_default
spneumoniae	pseudosimplitigs	6	5	ones	2080	2283	2278	5	1	664	88	752	668	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_ones
spneumoniae	pseudosimplitigs	6	5	runs	2080	2283	2278	5	1	664	88	752	668	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_runs
spneumoniae	pseudosimplitigs	6	5	zeros	2080	2283	2080	203	149	664	256	920	808	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	6	1	default	2080	2240	2080	160	32	872	120	992	928	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_default
spneumoniae	pseudosimplitigsAC	6	1	ones	2080	2240	2235	5	1	872	88	960	876	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_ones
spneumoniae	pseudosimplitigsAC	6	1	runs	2080	2240	2235	5	1	872	88	960	876	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_runs
spneumoniae	pseudosimplitigsAC	6	1	zeros	2080	2240	2080	160	37	872	132	1004	940	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	6	2	default	2080	2205	2080	125	49	876	152	1028	944	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_default
spneumoniae	pseudosimplitigsAC	6	2	ones	2080	2205	2200	5	1	876	84	960	876	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_ones
spneumoniae	pseudosimplitigsAC	6	2	runs	2080	2205	2200	5	1	876	84	960	876	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_runs
spneumoniae	pseudosimplitigsAC	6	2	zeros	2080	2205	2080	125	50	876	156	1032	928	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	6	3	default	2080	2184	2080	104	56	868	164	1032	932	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_default
spneumoniae	pseudosimplitigsAC	6	3	ones	2080	2184	2179	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_ones
spneumoniae	pseudosimplitigsAC	6	3	runs	2080	2184	2179	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_runs
spneumoniae	pseudosimplitigsAC	6	3	zeros	2080	2184	2080	104	55	868	160	1028	916	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	6	4	default	2080	2187	2080	107	59	868	160	1028	932	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_default
spneumoniae	pseudosimplitigsAC	6	4	ones	2080	2187	2182	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_ones
spneumoniae	pseudosimplitigsAC	6	4	runs	2080	2187	2182	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_runs
spneumoniae	pseudosimplitigsAC	6	4	zeros	2080	2187	2080	107	58	868	160	1028	916	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	6	5	default	2080	2190	2080	110	60	868	164	1032	932	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_default
spneumoniae	pseudosimplitigsAC	6	5	ones	2080	2190	2185	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_ones
spneumoniae	pseudosimplitigsAC	6	5	runs	2080	2190	2185	5	1	868	84	952	872	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_runs
spneumoniae	pseudosimplitigsAC	6	5	zeros	2080	2190	2080	110	59	868	160	1028	916	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_zeros
spneumoniae	pseudosimplitigs	7	1	default	8192	8612	8192	420	70	1724	204	1928	1816	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_default
spneumoniae	pseudosimplitigs	7	1	ones	8192	8612	8606	6	1	1724	108	1832	1732	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_ones
spneumoniae	pseudosimplitigs	7	1	runs	8192	8612	8606	6	1	1724	108	1832	1732	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_runs
spneumoniae	pseudosimplitigs	7	1	zeros	8192	8612	8192	420	115	1724	320	2044	1904	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_zeros
spneumoniae	pseudosimplitigs	7	2	default	8192	8495	8192	303	158	1728	308	2036	1892	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_default
spneumoniae	pseudosimplitigs	7	2	ones	8192	8495	8489	6	1	1728	108	1836	1736	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_ones
spneumoniae	pseudosimplitigs	7	2	runs	8192	8495	8489	6	1	1728	108	1836	1736	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_runs
spneumoniae	pseudosimplitigs	7	2	zeros	8192	8495	8192	303	145	1728	328	2056	1900	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_zeros
spneumoniae	pseudosimplitigs	7	3	default	8192	8511	8192	319	226	1684	388	2072	1880	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_default
spneumoniae	pseudosimplitigs	7	3	ones	8192	8511	8505	6	1	1684	108	1792	1692	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_ones
spneumoniae	pseudosimplitigs	7	3	runs	8192	8511	8505	6	1	1684	108	1792	1692	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_runs
spneumoniae	pseudosimplitigs	7	3	zeros	8192	8511	8192	319	197	1684	412	2096	1884	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_zeros
spneumoniae	pseudosimplitigs	7	4	default	8192	8490	8192	298	222	1716	384	2100	1872	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_default
spneumoniae	pseudosimplitigs	7	4	ones	8192	8490	8484	6	1	1716	108	1824	1724	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_ones
spneumoniae	pseudosimplitigs	7	4	runs	8192	8490	8484	6	1	1716	108	1824	1724	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_runs
spneumoniae	pseudosimplitigs	7	4	zeros	8192	8490	8192	298	195	1716	416	2132	1896	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_zeros
spneumoniae	pseudosimplitigs	7	5	default	8192	8481	8192	289	221	1712	388	2100	1860	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_default
spneumoniae	pseudosimplitigs	7	5	ones	8192	8481	8475	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_ones
spneumoniae	pseudosimplitigs	7	5	runs	8192	8481	8475	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_runs
spneumoniae	pseudosimplitigs	7	5	zeros	8192	8481	8192	289	194	1712	416	2128	1888	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_zeros
spneumoniae	pseudosimplitigs	7	6	default	8192	8481	8192	289	221	1712	388	2100	1860	spneumoniae.S_pseudosimplitigs.k_7.d_6.M_default
spneumoniae	pseudosimplitigs	7	6	ones	8192	8481	8475	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_6.M_ones
spneumoniae	pseudosimplitigs	7	6	runs	8192	8481	8475	6	1	1712	108	1820	1720	spneumoniae.S_pseudosimplitigs.k_7.d_6.M_runs
spneumoniae	pseudosimplitigs	7	6	zeros	8192	8481	8192	289	194	1712	416	2128	1888	spneumoniae.S_pseudosimplitigs.k_7.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	7	1	default	8192	8204	8192	12	2	2628	112	2740	2640	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_default
spneumoniae	pseudosimplitigsAC	7	1	ones	8192	8204	8198	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_ones
spneumoniae	pseudosimplitigsAC	7	1	runs	8192	8204	8198	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_runs
spneumoniae	pseudosimplitigsAC	7	1	zeros	8192	8204	8192	12	2	2628	112	2740	2640	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	7	2	default	8192	8204	8192	12	2	2628	112	2740	2640	spneumoniae.S_pseudosimplitigsAC.k_7.d_2.M_default
spneumoniae	pseudosimplitigsAC	7	2	ones	8192	8204	8198	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_2.M_ones
spneumoniae	pseudosimplitigsAC	7	2	runs	8192	8204	8198	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_2.M_runs
spneumoniae	pseudosimplitigsAC	7	2	zeros	8192	8204	8192	12	2	2628	112	2740	2640	spneumoniae.S_pseudosimplitigsAC.k_7.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	7	3	default	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_3.M_default
spneumoniae	pseudosimplitigsAC	7	3	ones	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_3.M_ones
spneumoniae	pseudosimplitigsAC	7	3	runs	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_3.M_runs
spneumoniae	pseudosimplitigsAC	7	3	zeros	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	7	4	default	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_4.M_default
spneumoniae	pseudosimplitigsAC	7	4	ones	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_4.M_ones
spneumoniae	pseudosimplitigsAC	7	4	runs	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_4.M_runs
spneumoniae	pseudosimplitigsAC	7	4	zeros	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	7	5	default	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_5.M_default
spneumoniae	pseudosimplitigsAC	7	5	ones	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_5.M_ones
spneumoniae	pseudosimplitigsAC	7	5	runs	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_5.M_runs
spneumoniae	pseudosimplitigsAC	7	5	zeros	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	7	6	default	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_6.M_default
spneumoniae	pseudosimplitigsAC	7	6	ones	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_6.M_ones
spneumoniae	pseudosimplitigsAC	7	6	runs	8192	8200	8194	6	1	2628	108	2736	2632	spneumoniae.S_pseudosimplitigsAC.k_7.d_6.M_runs
spneumoniae	pseudosimplitigsAC	7	6	zeros	8192	8200	8192	8	2	2628	112	2740	2636	spneumoniae.S_pseudosimplitigsAC.k_7.d_6.M_zeros
spneumoniae	pseudosimplitigs	8	1	default	32835	35068	32835	2233	319	4708	564	5272	5656	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_default
spneumoniae	pseudosimplitigs	8	1	ones	32835	35068	35030	38	31	4708	236	4944	4768	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_ones
spneumoniae	pseudosimplitigs	8	1	runs	32835	35068	35024	44	29	4708	240	4948	4760	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_runs
spneumoniae	pseudosimplitigs	8	1	zeros	32835	35068	32835	2233	503	4708	916	5624	5844	spneumoniae.S_pseudosimplitigs.k_8.d_1.M_zeros
spneumoniae	pseudosimplitigs	8	2	default	32835	34549	32835	1714	574	4736	868	5604	5792	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_default
spneumoniae	pseudosimplitigs	8	2	ones	32835	34549	34523	26	20	4736	204	4940	4784	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_ones
spneumoniae	pseudosimplitigs	8	2	runs	32835	34549	34523	26	20	4736	204	4940	4784	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_runs
spneumoniae	pseudosimplitigs	8	2	zeros	32835	34549	32835	1714	581	4736	952	5688	5816	spneumoniae.S_pseudosimplitigs.k_8.d_2.M_zeros
spneumoniae	pseudosimplitigs	8	3	default	32835	34175	32835	1340	674	4488	1000	5488	5340	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_default
spneumoniae	pseudosimplitigs	8	3	ones	32835	34175	34140	35	28	4488	212	4700	4504	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_ones
spneumoniae	pseudosimplitigs	8	3	runs	32835	34175	34136	39	27	4488	212	4700	4508	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_runs
spneumoniae	pseudosimplitigs	8	3	zeros	32835	34175	32835	1340	631	4488	1008	5496	5276	spneumoniae.S_pseudosimplitigs.k_8.d_3.M_zeros
spneumoniae	pseudosimplitigs	8	4	default	32835	34364	32835	1529	934	4396	1156	5552	5436	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_default
spneumoniae	pseudosimplitigs	8	4	ones	32835	34364	34331	33	25	4396	212	4608	4264	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_ones
spneumoniae	pseudosimplitigs	8	4	runs	32835	34364	34329	35	23	4396	212	4608	4264	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_runs
spneumoniae	pseudosimplitigs	8	4	zeros	32835	34364	32835	1529	928	4396	1244	5640	5644	spneumoniae.S_pseudosimplitigs.k_8.d_4.M_zeros
spneumoniae	pseudosimplitigs	8	5	default	32835	34329	32835	1494	930	4156	1160	5316	5480	spneumoniae.S_pseudosimplitigs.k_8.d_5.M_default
spneumoniae	pseudosimplitigs	8	5	ones	32835	34329	34293	36	28	4156	212	4368	4092	spneumoniae.S_pseudosimplitigs.k_8.d_5.M_ones
spneumoniae	pseudosimplitigs	8	5	runs	32835	34329	34292	37	27	4156	216	4372	4092	spneumoniae.S_pseudosimplitigs.k_8.d_5.M_runs
spneumoniae	pseudosimplitigs	8	5	zeros	32835	34329	32835	1494	963	4156	1308	5464	5624	spneumoniae.S_pseudosimplitigs.k_8.d_5.M_zeros
spneumoniae	pseudosimplitigs	8	6	default	32835	34323	32835	1488	933	4376	1164	5540	5444	spneumoniae.S_pseudosimplitigs.k_8.d_6.M_default
spneumoniae	pseudosimplitigs	8	6	ones	32835	34323	34287	36	27	4376	212	4588	4272	spneumoniae.S_pseudosimplitigs.k_8.d_6.M_ones
spneumoniae	pseudosimplitigs	8	6	runs	32835	34323	34287	36	27	4376	212	4588	4272	spneumoniae.S_pseudosimplitigs.k_8.d_6.M_runs
spneumoniae	pseudosimplitigs	8	6	zeros	32835	34323	32835	1488	967	4376	1312	5688	5576	spneumoniae.S_pseudosimplitigs.k_8.d_6.M_zeros
spneumoniae	pseudosimplitigs	8	7	default	32835	34324	32835	1489	934	4380	1164	5544	5440	spneumoniae.S_pseudosimplitigs.k_8.d_7.M_default
spneumoniae	pseudosimplitigs	8	7	ones	32835	34324	34288	36	27	4380	208	4588	4272	spneumoniae.S_pseudosimplitigs.k_8.d_7.M_ones
spneumoniae	pseudosimplitigs	8	7	runs	32835	34324	34288	36	27	4380	208	4588	4272	spneumoniae.S_pseudosimplitigs.k_8.d_7.M_runs
spneumoniae	pseudosimplitigs	8	7	zeros	32835	34324	32835	1489	968	4380	1308	5688	5572	spneumoniae.S_pseudosimplitigs.k_8.d_7.M_zeros
spneumoniae	pseudosimplitigsAC	8	1	default	32835	33941	32835	1106	158	9864	360	10224	10212	spneumoniae.S_pseudosimplitigsAC.k_8.d_1.M_default
spneumoniae	pseudosimplitigsAC	8	1	ones	32835	33941	33886	55	42	9864	248	10112	9928	spneumoniae.S_pseudosimplitigsAC.k_8.d_1.M_ones
spneumoniae	pseudosimplitigsAC	8	1	runs	32835	33941	33860	81	31	9864	240	10104	9928	spneumoniae.S_pseudosimplitigsAC.k_8.d_1.M_runs
spneumoniae	pseudosimplitigsAC	8	1	zeros	32835	33941	32835	1106	222	9864	488	10352	10308	spneumoniae.S_pseudosimplitigsAC.k_8.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	8	2	default	32835	33861	32835	1026	252	9856	512	10368	10336	spneumoniae.S_pseudosimplitigsAC.k_8.d_2.M_default
spneumoniae	pseudosimplitigsAC	8	2	ones	32835	33861	33824	37	31	9856	232	10088	9960	spneumoniae.S_pseudosimplitigsAC.k_8.d_2.M_ones
spneumoniae	pseudosimplitigsAC	8	2	runs	32835	33861	33822	39	30	9856	232	10088	9964	spneumoniae.S_pseudosimplitigsAC.k_8.d_2.M_runs
spneumoniae	pseudosimplitigsAC	8	2	zeros	32835	33861	32835	1026	255	9856	536	10392	10292	spneumoniae.S_pseudosimplitigsAC.k_8.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	8	3	default	32835	33757	32835	922	308	9784	624	10408	10352	spneumoniae.S_pseudosimplitigsAC.k_8.d_3.M_default
spneumoniae	pseudosimplitigsAC	8	3	ones	32835	33757	33720	37	30	9784	236	10020	9932	spneumoniae.S_pseudosimplitigsAC.k_8.d_3.M_ones
spneumoniae	pseudosimplitigsAC	8	3	runs	32835	33757	33720	37	30	9784	236	10020	9932	spneumoniae.S_pseudosimplitigsAC.k_8.d_3.M_runs
spneumoniae	pseudosimplitigsAC	8	3	zeros	32835	33757	32835	922	316	9784	680	10464	10340	spneumoniae.S_pseudosimplitigsAC.k_8.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	8	4	default	32835	33633	32835	798	333	9740	644	10384	10328	spneumoniae.S_pseudosimplitigsAC.k_8.d_4.M_default
spneumoniae	pseudosimplitigsAC	8	4	ones	32835	33633	33593	40	32	9740	240	9980	9904	spneumoniae.S_pseudosimplitigsAC.k_8.d_4.M_ones
spneumoniae	pseudosimplitigsAC	8	4	runs	32835	33633	33593	40	32	9740	240	9980	9904	spneumoniae.S_pseudosimplitigsAC.k_8.d_4.M_runs
spneumoniae	pseudosimplitigsAC	8	4	zeros	32835	33633	32835	798	354	9740	732	10472	10332	spneumoniae.S_pseudosimplitigsAC.k_8.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	8	5	default	32835	33600	32835	765	340	9740	656	10396	10344	spneumoniae.S_pseudosimplitigsAC.k_8.d_5.M_default
spneumoniae	pseudosimplitigsAC	8	5	ones	32835	33600	33559	41	33	9740	240	9980	9904	spneumoniae.S_pseudosimplitigsAC.k_8.d_5.M_ones
spneumoniae	pseudosimplitigsAC	8	5	runs	32835	33600	33558	42	32	9740	240	9980	9904	spneumoniae.S_pseudosimplitigsAC.k_8.d_5.M_runs
spneumoniae	pseudosimplitigsAC	8	5	zeros	32835	33600	32835	765	376	9740	784	10524	10336	spneumoniae.S_pseudosimplitigsAC.k_8.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	8	6	default	32835	33607	32835	772	340	9740	656	10396	10320	spneumoniae.S_pseudosimplitigsAC.k_8.d_6.M_default
spneumoniae	pseudosimplitigsAC	8	6	ones	32835	33607	33567	40	32	9740	240	9980	9888	spneumoniae.S_pseudosimplitigsAC.k_8.d_6.M_ones
spneumoniae	pseudosimplitigsAC	8	6	runs	32835	33607	33566	41	31	9740	240	9980	9888	spneumoniae.S_pseudosimplitigsAC.k_8.d_6.M_runs
spneumoniae	pseudosimplitigsAC	8	6	zeros	32835	33607	32835	772	385	9740	808	10548	10372	spneumoniae.S_pseudosimplitigsAC.k_8.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	8	7	default	32835	33606	32835	771	340	9740	656	10396	10320	spneumoniae.S_pseudosimplitigsAC.k_8.d_7.M_default
spneumoniae	pseudosimplitigsAC	8	7	ones	32835	33606	33566	40	32	9740	240	9980	9888	spneumoniae.S_pseudosimplitigsAC.k_8.d_7.M_ones
spneumoniae	pseudosimplitigsAC	8	7	runs	32835	33606	33565	41	31	9740	240	9980	9888	spneumoniae.S_pseudosimplitigsAC.k_8.d_7.M_runs
spneumoniae	pseudosimplitigsAC	8	7	zeros	32835	33606	32835	771	385	9740	808	10548	10372	spneumoniae.S_pseudosimplitigsAC.k_8.d_7.M_zeros
spneumoniae	pseudosimplitigs	9	1	default	127423	141759	127423	14336	1792	23460	2556	26016	26848	spneumoniae.S_pseudosimplitigs.k_9.d_1.M_default
spneumoniae	pseudosimplitigs	9	1	ones	127423	141759	138939	2820	1798	23460	2840	26300	25548	spneumoniae.S_pseudosimplitigs.k_9.d_1.M_ones
spneumoniae	pseudosimplitigs	9	1	runs	127423	141759	137265	4494	1109	23460	2492	25952	25388	spneumoniae.S_pseudosimplitigs.k_9.d_1.M_runs
spneumoniae	pseudosimplitigs	9	1	zeros	127423	141759	127423	14336	2906	23460	4288	27748	27864	spneumoniae.S_pseudosimplitigs.k_9.d_1.M_zeros
spneumoniae	pseudosimplitigs	9	2	default	127423	136054	127423	8631	3171	21248	3992	25240	25740	spneumoniae.S_pseudosimplitigs.k_9.d_2.M_default
spneumoniae	pseudosimplitigs	9	2	ones	127423	136054	134171	1883	1416	21248	2588	23836	23124	spneumoniae.S_pseudosimplitigs.k_9.d_2.M_ones
spneumoniae	pseudosimplitigs	9	2	runs	127423	136054	133770	2284	1223	21248	2528	23776	23132	spneumoniae.S_pseudosimplitigs.k_9.d_2.M_runs
spneumoniae	pseudosimplitigs	9	2	zeros	127423	136054	127423	8631	3249	21248	4300	25548	25704	spneumoniae.S_pseudosimplitigs.k_9.d_2.M_zeros
spneumoniae	pseudosimplitigs	9	3	default	127423	135379	127423	7956	4330	21240	5112	26352	26540	spneumoniae.S_pseudosimplitigs.k_9.d_3.M_default
spneumoniae	pseudosimplitigs	9	3	ones	127423	135379	133860	1519	1227	21240	2388	23628	22296	spneumoniae.S_pseudosimplitigs.k_9.d_3.M_ones
spneumoniae	pseudosimplitigs	9	3	runs	127423	135379	133690	1689	1136	21240	2376	23616	22288	spneumoniae.S_pseudosimplitigs.k_9.d_3.M_runs
spneumoniae	pseudosimplitigs	9	3	zeros	127423	135379	127423	7956	4277	21240	5132	26372	26260	spneumoniae.S_pseudosimplitigs.k_9.d_3.M_zeros
spneumoniae	pseudosimplitigs	9	4	default	127423	135268	127423	7845	4787	20868	5524	26392	26600	spneumoniae.S_pseudosimplitigs.k_9.d_4.M_default
spneumoniae	pseudosimplitigs	9	4	ones	127423	135268	133867	1401	1204	20868	2308	23176	21908	spneumoniae.S_pseudosimplitigs.k_9.d_4.M_ones
spneumoniae	pseudosimplitigs	9	4	runs	127423	135268	133741	1527	1132	20868	2304	23172	22000	spneumoniae.S_pseudosimplitigs.k_9.d_4.M_runs
spneumoniae	pseudosimplitigs	9	4	zeros	127423	135268	127423	7845	4800	20868	5632	26500	26692	spneumoniae.S_pseudosimplitigs.k_9.d_4.M_zeros
spneumoniae	pseudosimplitigs	9	5	default	127423	135308	127423	7885	4854	21048	5572	26620	26844	spneumoniae.S_pseudosimplitigs.k_9.d_5.M_default
spneumoniae	pseudosimplitigs	9	5	ones	127423	135308	133931	1377	1185	21048	2296	23344	21872	spneumoniae.S_pseudosimplitigs.k_9.d_5.M_ones
spneumoniae	pseudosimplitigs	9	5	runs	127423	135308	133846	1462	1130	21048	2304	23352	21920	spneumoniae.S_pseudosimplitigs.k_9.d_5.M_runs
spneumoniae	pseudosimplitigs	9	5	zeros	127423	135308	127423	7885	4888	21048	5708	26756	26860	spneumoniae.S_pseudosimplitigs.k_9.d_5.M_zeros
spneumoniae	pseudosimplitigs	9	6	default	127423	135275	127423	7852	4847	21040	5572	26612	26828	spneumoniae.S_pseudosimplitigs.k_9.d_6.M_default
spneumoniae	pseudosimplitigs	9	6	ones	127423	135275	133910	1365	1195	21040	2296	23336	21884	spneumoniae.S_pseudosimplitigs.k_9.d_6.M_ones
spneumoniae	pseudosimplitigs	9	6	runs	127423	135275	133807	1468	1135	21040	2304	23344	21876	spneumoniae.S_pseudosimplitigs.k_9.d_6.M_runs
spneumoniae	pseudosimplitigs	9	6	zeros	127423	135275	127423	7852	4882	21040	5712	26752	26836	spneumoniae.S_pseudosimplitigs.k_9.d_6.M_zeros
spneumoniae	pseudosimplitigs	9	7	default	127423	135234	127423	7811	4847	20884	5588	26472	26760	spneumoniae.S_pseudosimplitigs.k_9.d_7.M_default
spneumoniae	pseudosimplitigs	9	7	ones	127423	135234	133874	1360	1183	20884	2292	23176	21816	spneumoniae.S_pseudosimplitigs.k_9.d_7.M_ones
spneumoniae	pseudosimplitigs	9	7	runs	127423	135234	133797	1437	1132	20884	2292	23176	21808	spneumoniae.S_pseudosimplitigs.k_9.d_7.M_runs
spneumoniae	pseudosimplitigs	9	7	zeros	127423	135234	127423	7811	4891	20884	5732	26616	26844	spneumoniae.S_pseudosimplitigs.k_9.d_7.M_zeros
spneumoniae	pseudosimplitigs	9	8	default	127423	135228	127423	7805	4845	20976	5600	26576	27296	spneumoniae.S_pseudosimplitigs.k_9.d_8.M_default
spneumoniae	pseudosimplitigs	9	8	ones	127423	135228	133850	1378	1199	20976	2312	23288	21872	spneumoniae.S_pseudosimplitigs.k_9.d_8.M_ones
spneumoniae	pseudosimplitigs	9	8	runs	127423	135228	133757	1471	1139	20976	2316	23292	21908	spneumoniae.S_pseudosimplitigs.k_9.d_8.M_runs
spneumoniae	pseudosimplitigs	9	8	zeros	127423	135228	127423	7805	4965	20976	5844	26820	26908	spneumoniae.S_pseudosimplitigs.k_9.d_8.M_zeros
spneumoniae	pseudosimplitigsAC	9	1	default	127423	139159	127423	11736	1467	38976	2316	41292	41340	spneumoniae.S_pseudosimplitigsAC.k_9.d_1.M_default
spneumoniae	pseudosimplitigsAC	9	1	ones	127423	139159	136109	3050	1908	38976	2880	41856	41024	spneumoniae.S_pseudosimplitigsAC.k_9.d_1.M_ones
spneumoniae	pseudosimplitigsAC	9	1	runs	127423	139159	134163	4996	1109	38976	2548	41524	40772	spneumoniae.S_pseudosimplitigsAC.k_9.d_1.M_runs
spneumoniae	pseudosimplitigsAC	9	1	zeros	127423	139159	127423	11736	2326	38976	3652	42628	42124	spneumoniae.S_pseudosimplitigsAC.k_9.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	9	2	default	127423	134189	127423	6766	2412	37644	3232	40876	40852	spneumoniae.S_pseudosimplitigsAC.k_9.d_2.M_default
spneumoniae	pseudosimplitigsAC	9	2	ones	127423	134189	132350	1839	1347	37644	2372	40016	39312	spneumoniae.S_pseudosimplitigsAC.k_9.d_2.M_ones
spneumoniae	pseudosimplitigsAC	9	2	runs	127423	134189	131930	2259	1133	37644	2288	39932	39264	spneumoniae.S_pseudosimplitigsAC.k_9.d_2.M_runs
