genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
spneumoniae-pangenome	pseudosimplitigsAC	16	2	runs	6945327	9529383	7112001	2417382	177302	2281048	258772	2539820	2686512	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_2.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	2	zeros	6945327	9529383	6945327	2584056	218377	2281048	271224	2552272	2735896	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_2.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	3	default	6945327	9275213	6945327	2329886	234372	2224544	295936	2520480	2683996	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	3	ones	6945327	9275213	7162650	2112563	191066	2224544	288628	2513172	2625304	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	3	runs	6945327	9275213	7142271	2132942	176583	2224544	266772	2491316	2609884	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	3	zeros	6945327	9275213	6945327	2329886	237115	2224544	301232	2525776	2687480	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	4	default	6945327	9241233	6945327	2295906	279662	2231780	350028	2581808	2728940	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	4	ones	6945327	9241233	7191611	2049622	225546	2231780	329972	2561752	2658812	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	4	runs	6945327	9241233	7173780	2067453	212783	2231780	313672	2545452	2646824	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	4	zeros	6945327	9241233	6945327	2295906	280726	2231780	352088	2583868	2730548	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	5	default	6945327	9311572	6945327	2366245	356677	2269664	420604	2690268	2826188	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	5	ones	6945327	9311572	7228209	2083363	296087	2269664	394164	2663828	2756304	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	5	runs	6945327	9311572	7210011	2101561	283225	2269664	382360	2652024	2745680	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	5	zeros	6945327	9311572	6945327	2366245	356953	2269664	421068	2690732	2825680	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	6	default	6945327	9372503	6945327	2427176	436989	2290984	469748	2760732	2895580	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_6.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	6	ones	6945327	9372503	7262508	2109995	372721	2290984	440596	2731580	2832116	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_6.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	6	runs	6945327	9372503	7242657	2129846	358662	2290984	431036	2722020	2823196	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_6.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	6	zeros	6945327	9372503	6945327	2427176	437197	2290984	470408	2761392	2895372	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_6.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	7	default	6945327	9352576	6945327	2407249	483873	2283432	494204	2777636	2907156	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_7.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	7	ones	6945327	9352576	7276249	2076327	418990	2283432	462368	2745800	2848200	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_7.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	7	runs	6945327	9352576	7255116	2097460	403689	2283432	454016	2737448	2839172	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_7.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	7	zeros	6945327	9352576	6945327	2407249	484831	2283432	497172	2780604	2907600	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_7.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	8	default	6945327	9290199	6945327	2344872	500666	2268116	503208	2771324	2898820	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_8.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	8	ones	6945327	9290199	7278733	2011466	435764	2268116	468784	2736900	2842904	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_8.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	8	runs	6945327	9290199	7257719	2032480	420451	2268116	461096	2729212	2834756	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_8.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	8	zeros	6945327	9290199	6945327	2344872	505539	2268116	515832	2783948	2907700	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_8.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	16	9	default	6945327	9250017	6945327	2304690	504951	2259536	505608	2765144	2886392	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_9.M_default
spneumoniae-pangenome	pseudosimplitigsAC	16	9	ones	6945327	9250017	7279447	1970570	439708	2259536	469236	2728772	2836236	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_9.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	16	9	runs	6945327	9250017	7258292	1991725	424252	2259536	461984	2721520	2825552	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_9.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	16	9	zeros	6945327	9250017	6945327	2304690	516983	2259536	531860	2791396	2909336	spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_9.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	1	default	7170727	10067895	7170727	2897168	181073	2305184	206788	2511972	2784248	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1.M_default
spneumoniae-pangenome	pseudosimplitigs	17	1	ones	7170727	10067895	7322505	2745390	188049	2305184	271636	2576820	2799172	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	1	runs	7170727	10067895	7312045	2755850	180734	2305184	257844	2563028	2790276	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	1	zeros	7170727	10067895	7170727	2897168	186135	2305184	222404	2527588	2792028	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	10	default	7170727	9849122	7170727	2678395	473387	2336552	487260	2823812	3006672	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_10.M_default
spneumoniae-pangenome	pseudosimplitigs	17	10	ones	7170727	9849122	7498673	2350449	417927	2336552	457744	2794296	2954128	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_10.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	10	runs	7170727	9849122	7479826	2369296	404713	2336552	453536	2790088	2948100	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_10.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	10	zeros	7170727	9849122	7170727	2678395	482443	2336552	511836	2848388	3025104	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_10.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	11	default	7170727	9851193	7170727	2680466	475165	2335792	489364	2825156	3007316	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_11.M_default
spneumoniae-pangenome	pseudosimplitigs	17	11	ones	7170727	9851193	7498685	2352508	419759	2335792	458752	2794544	2954584	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_11.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	11	runs	7170727	9851193	7479509	2371684	406258	2335792	454672	2790464	2949280	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_11.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	11	zeros	7170727	9851193	7170727	2680466	486085	2335792	519864	2855656	3035656	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_11.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	12	default	7170727	9853768	7170727	2683041	475880	2335848	490484	2826332	3007032	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_12.M_default
spneumoniae-pangenome	pseudosimplitigs	17	12	ones	7170727	9853768	7499234	2354534	420575	2335848	459428	2795276	2954560	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_12.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	12	runs	7170727	9853768	7479651	2374117	406854	2335848	455276	2791124	2949776	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_12.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	12	zeros	7170727	9853768	7170727	2683041	486793	2335848	521076	2856924	3035396	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_12.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	2	default	7170727	9688459	7170727	2517732	184842	2212148	224796	2436944	2680552	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2.M_default
spneumoniae-pangenome	pseudosimplitigs	17	2	ones	7170727	9688459	7322492	2365967	163355	2212148	243320	2455468	2652856	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	2	runs	7170727	9688459	7314793	2373666	157835	2212148	232512	2444660	2646800	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	2	zeros	7170727	9688459	7170727	2517732	186774	2212148	229680	2441828	2682340	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	3	default	7170727	9557130	7170727	2386403	192151	2183380	242000	2425380	2652776	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3.M_default
spneumoniae-pangenome	pseudosimplitigs	17	3	ones	7170727	9557130	7336175	2220955	159164	2183380	242040	2425420	2608264	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	3	runs	7170727	9557130	7329506	2227624	154398	2183380	233024	2416404	2602268	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	3	zeros	7170727	9557130	7170727	2386403	193179	2183380	244176	2427556	2654220	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	4	default	7170727	9498869	7170727	2328142	210294	2183208	272040	2455248	2664536	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4.M_default
spneumoniae-pangenome	pseudosimplitigs	17	4	ones	7170727	9498869	7358718	2140151	169489	2183208	260692	2443900	2605620	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	4	runs	7170727	9498869	7352226	2146643	164797	2183208	252808	2436016	2600716	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	4	zeros	7170727	9498869	7170727	2328142	210865	2183208	273360	2456568	2665444	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	5	default	7170727	9487697	7170727	2316970	251071	2206728	325444	2532172	2719412	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5.M_default
spneumoniae-pangenome	pseudosimplitigs	17	5	ones	7170727	9487697	7401507	2086190	200634	2206728	302240	2508968	2646860	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	5	runs	7170727	9487697	7394592	2093105	195785	2206728	296240	2502968	2642004	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	5	zeros	7170727	9487697	7170727	2316970	251319	2206728	325896	2532624	2719680	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	6	default	7170727	9640104	7170727	2469377	323042	2278300	396192	2674492	2845752	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_6.M_default
spneumoniae-pangenome	pseudosimplitigs	17	6	ones	7170727	9640104	7441315	2198789	268772	2278300	370956	2649256	2776080	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_6.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	6	runs	7170727	9640104	7431782	2208322	262258	2278300	366020	2644320	2771180	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_6.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	6	zeros	7170727	9640104	7170727	2469377	323095	2278300	396364	2674664	2846552	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_6.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	7	default	7170727	9812254	7170727	2641527	401254	2334576	448700	2783276	2956412	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_7.M_default
spneumoniae-pangenome	pseudosimplitigs	17	7	ones	7170727	9812254	7474295	2337959	345578	2334576	422080	2756656	2895916	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_7.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	7	runs	7170727	9812254	7460604	2351650	336305	2334576	417348	2751924	2889276	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_7.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	7	zeros	7170727	9812254	7170727	2641527	401352	2334576	449104	2783680	2957820	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_7.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	8	default	7170727	9856730	7170727	2686003	448856	2342180	472740	2814920	2993308	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_8.M_default
spneumoniae-pangenome	pseudosimplitigs	17	8	ones	7170727	9856730	7490559	2366171	393097	2342180	445360	2787540	2933100	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_8.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	8	runs	7170727	9856730	7474458	2382272	381986	2342180	440868	2783048	2926888	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_8.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	8	zeros	7170727	9856730	7170727	2686003	449918	2342180	475492	2817672	2993044	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_8.M_zeros
spneumoniae-pangenome	pseudosimplitigs	17	9	default	7170727	9840722	7170727	2669995	467001	2340276	482604	2822880	3005568	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_9.M_default
spneumoniae-pangenome	pseudosimplitigs	17	9	ones	7170727	9840722	7494408	2346314	411429	2340276	454536	2794812	2950628	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_9.M_ones
spneumoniae-pangenome	pseudosimplitigs	17	9	runs	7170727	9840722	7476963	2363759	399142	2340276	450256	2790532	2943864	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_9.M_runs
spneumoniae-pangenome	pseudosimplitigs	17	9	zeros	7170727	9840722	7170727	2669995	475049	2340276	504820	2845096	3021368	spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_9.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	1	default	7170727	10068311	7170727	2897584	181099	2337416	205212	2542628	2795556	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	1	ones	7170727	10068311	7321885	2746426	188176	2337416	269760	2607176	2810904	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	1	runs	7170727	10068311	7311292	2757019	180732	2337416	256004	2593420	2801864	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	1	zeros	7170727	10068311	7170727	2897584	186131	2337416	220788	2558204	2802644	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	10	default	7170727	9782726	7170727	2611999	469094	2314904	480468	2795372	2991592	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_10.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	10	ones	7170727	9782726	7492739	2289987	413355	2314904	449092	2763996	2933616	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_10.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	10	runs	7170727	9782726	7476318	2306408	401722	2314904	445232	2760136	2927804	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_10.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	10	zeros	7170727	9782726	7170727	2611999	476769	2314904	502144	2817048	2999412	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_10.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	11	default	7170727	9771115	7170727	2600388	470509	2311848	482492	2794340	2989228	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	11	ones	7170727	9771115	7492953	2278162	414760	2311848	449464	2761312	2932936	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	11	runs	7170727	9771115	7476446	2294669	403025	2311848	445988	2757836	2927220	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	11	zeros	7170727	9771115	7170727	2600388	479953	2311848	509884	2821732	3004472	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	12	default	7170727	9764330	7170727	2593603	470707	2309492	482968	2792460	2986068	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	12	ones	7170727	9764330	7493084	2271246	414973	2309492	449696	2759188	2928888	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	12	runs	7170727	9764330	7476673	2287657	403283	2309492	446052	2755544	2924412	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	12	zeros	7170727	9764330	7170727	2593603	480196	2309492	510840	2820332	3001444	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	2	default	7170727	9688327	7170727	2517600	184860	2243076	223172	2466248	2690076	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	2	ones	7170727	9688327	7322467	2365860	163366	2243076	241332	2484408	2663704	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	2	runs	7170727	9688327	7314858	2373469	157804	2243076	230384	2473460	2656828	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	2	zeros	7170727	9688327	7170727	2517600	186755	2243076	227908	2470984	2693184	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	3	default	7170727	9556269	7170727	2385542	191921	2213440	240436	2453876	2662352	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	3	ones	7170727	9556269	7336447	2219822	158983	2213440	240096	2453536	2618104	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	3	runs	7170727	9556269	7329736	2226533	154133	2213440	230792	2444232	2612304	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	3	zeros	7170727	9556269	7170727	2385542	193033	2213440	242872	2456312	2664420	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	4	default	7170727	9496513	7170727	2325786	209636	2207444	269528	2476972	2672688	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	4	ones	7170727	9496513	7357739	2138774	168806	2207444	257864	2465308	2614760	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	4	runs	7170727	9496513	7351281	2145232	164192	2207444	250064	2457508	2609628	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	4	zeros	7170727	9496513	7170727	2325786	210324	2207444	270880	2478324	2674344	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	5	default	7170727	9483163	7170727	2312436	250544	2225156	323504	2548660	2726144	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	5	ones	7170727	9483163	7402264	2080899	199986	2225156	300528	2525684	2654520	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	5	runs	7170727	9483163	7395172	2087991	195078	2225156	294536	2519692	2649488	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	5	zeros	7170727	9483163	7170727	2312436	250771	2225156	323944	2549100	2728176	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	6	default	7170727	9634130	7170727	2463403	321989	2283484	393972	2677456	2848304	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	6	ones	7170727	9634130	7440242	2193888	267432	2283484	367788	2651272	2776964	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	6	runs	7170727	9634130	7430999	2203131	261106	2283484	363044	2646528	2772332	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	6	zeros	7170727	9634130	7170727	2463403	322062	2283484	394204	2677688	2847816	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	7	default	7170727	9801871	7170727	2631144	398818	2331816	444068	2775884	2953724	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	7	ones	7170727	9801871	7473864	2328007	343254	2331816	417940	2749756	2891880	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	7	runs	7170727	9801871	7460384	2341487	334111	2331816	413296	2745112	2885792	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	7	zeros	7170727	9801871	7170727	2631144	398923	2331816	444560	2776376	2952608	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	8	default	7170727	9843046	7170727	2672319	446431	2338980	468264	2807244	2990244	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	8	ones	7170727	9843046	7490208	2352838	390449	2338980	440768	2779748	2930884	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	8	runs	7170727	9843046	7474178	2368868	379388	2338980	436080	2775060	2924500	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	8	zeros	7170727	9843046	7170727	2672319	447206	2338980	471012	2809992	2990260	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_zeros
spneumoniae-pangenome	pseudosimplitigsAC	17	9	default	7170727	9806263	7170727	2635536	463805	2328004	478044	2806048	2997508	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_default
spneumoniae-pangenome	pseudosimplitigsAC	17	9	ones	7170727	9806263	7492467	2313796	407992	2328004	448496	2776500	2934788	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_ones
spneumoniae-pangenome	pseudosimplitigsAC	17	9	runs	7170727	9806263	7476088	2330175	396583	2328004	444260	2772264	2929876	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_runs
spneumoniae-pangenome	pseudosimplitigsAC	17	9	zeros	7170727	9806263	7170727	2635536	471585	2328004	499872	2827876	3005628	spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_zeros
spneumoniae-pangenome	pseudosimplitigs	18	1	default	7367184	10169277	7367184	2802093	164829	2252472	189036	2441508	2743452	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_default
spneumoniae-pangenome	pseudosimplitigs	18	1	ones	7367184	10169277	7496041	2673236	166928	2252472	240996	2493468	2751688	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_ones
spneumoniae-pangenome	pseudosimplitigs	18	1	runs	7367184	10169277	7492840	2676437	164688	2252472	235984	2488456	2748484	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_runs
spneumoniae-pangenome	pseudosimplitigs	18	1	zeros	7367184	10169277	7367184	2802093	166906	2252472	196528	2449000	2746404	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_zeros
spneumoniae-pangenome	pseudosimplitigs	18	10	default	7367184	10344627	7367184	2977443	440268	2398652	464756	2863408	3098460	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_default
spneumoniae-pangenome	pseudosimplitigs	18	10	ones	7367184	10344627	7702014	2642613	391182	2398652	440016	2838668	3043304	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_ones
spneumoniae-pangenome	pseudosimplitigs	18	10	runs	7367184	10344627	7687087	2657540	380986	2398652	438032	2836684	3038536	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_runs
spneumoniae-pangenome	pseudosimplitigs	18	10	zeros	7367184	10344627	7367184	2977443	445600	2398652	482336	2880988	3111256	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_zeros
spneumoniae-pangenome	pseudosimplitigs	18	11	default	7367184	10358854	7367184	2991670	447053	2396108	469404	2865512	3101532	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_default
spneumoniae-pangenome	pseudosimplitigs	18	11	ones	7367184	10358854	7703966	2654888	398091	2396108	443164	2839272	3049404	spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_ones
